id,age,gender,edu_level,race,family_status,ratio_to_poverty,lang_interview
123364,42,Female,4,Mexican American,Living with Partner,NA,English
123365,0,Female,NA,Black,NA,1.39,English
123368,2,Female,NA,Mexican American,NA,0.4,Spanish
123369,48,Female,3,Other,Living with Partner,NA,English
123370,7,Female,NA,Black,NA,3.82,English
123372,40,Male,4,Mexican American,Living with Partner,1.91,Spanish
123373,42,Female,5,White,Living with Partner,1.72,English
123374,35,Male,3,Mexican American,Living with Partner,1.92,English
123375,76,Female,1,Mexican American,Other,0.1,Spanish
123376,5,Male,NA,White,NA,0.99,English
123377,0,Female,NA,Black,NA,2.83,English
123378,37,Male,5,Other,Living with Partner,NA,English
123379,9,Female,NA,Black,NA,3.41,English
123380,48,Female,4,Missing,Living with Partner,4.08,English
123381,0,Male,NA,Other Hispanic,NA,0.45,Spanish
123382,19,Female,NA,Missing,NA,5,English
123383,12,Male,NA,Black,NA,1.59,English
123385,21,Male,4,Black,Other,2.13,English
123386,25,Female,5,Black,Other,5,English
123387,5,Female,NA,Black,NA,0.66,English
123388,63,Female,4,Black,Living with Partner,2.66,English
123389,22,Female,5,Other,Other,NA,English
123390,2,Female,NA,Mexican American,NA,1.29,English
123391,40,Female,5,Other Hispanic,Living with Partner,5,English
123392,1,Female,NA,Black,NA,2.78,English
123394,1,Female,NA,Black,NA,2.32,English
123395,5,Male,NA,White,NA,1.67,English
123396,29,Male,3,Black,Other,4.44,English
123397,12,Male,NA,White,NA,1.28,English
123398,5,Male,NA,Black,NA,0.21,English
123399,69,Male,4,White,Living with Partner,5,English
123400,71,Female,3,Black,Living with Partner,NA,English
123401,46,Male,3,Black,Other,1.39,English
123403,47,Female,4,Black,Other,5,English
123404,5,Female,NA,Black,NA,1.38,English
123405,57,Male,5,Other,Living with Partner,3.98,English
123406,1,Male,NA,Black,NA,0.14,English
123407,20,Male,3,Other Hispanic,Other,0.17,English
123408,67,Female,4,White,Living with Partner,1.72,English
123409,29,Male,3,Mexican American,Living with Partner,1.71,English
123410,3,Female,NA,White,NA,5,English
123411,39,Female,5,Black,Living with Partner,3.5,English
123412,52,Male,4,Black,Other,3.34,English
123413,37,Female,1,Other,Other,0.83,English
123414,1,Male,NA,White,NA,NA,English
123415,20,Male,3,White,Other,1.12,English
123416,61,Male,1,Other Hispanic,Living with Partner,0.92,Spanish
123417,4,Male,NA,White,NA,0.58,English
123418,0,Male,NA,White,NA,5,English
123419,2,Male,NA,Mexican American,NA,3.5,English
123420,2,Female,NA,Black,NA,0.45,English
123421,19,Male,NA,White,NA,0.95,English
123422,17,Female,NA,White,NA,5,English
123423,36,Female,1,Other,Living with Partner,1.17,English
123426,26,Female,4,White,Living with Partner,NA,English
123427,20,Male,2,Other Hispanic,Other,NA,Spanish
123428,7,Female,NA,Black,NA,0.69,English
123430,13,Female,NA,Other,NA,NA,English
123431,24,Female,5,Other,Other,5,English
123432,71,Male,5,White,Living with Partner,5,English
123433,31,Female,4,White,Living with Partner,2.32,English
123434,53,Female,4,White,Living with Partner,3.7,English
123435,35,Female,4,Other Hispanic,Other,1.57,English
123436,48,Female,4,Black,Other,1.2,English
123438,22,Female,4,White,Other,5,English
123439,61,Female,5,Black,Living with Partner,0.85,English
123440,39,Female,3,Missing,Living with Partner,2.18,English
123441,60,Male,5,Black,Living with Partner,NA,English
123442,10,Male,NA,Other Hispanic,NA,2.43,Spanish
123443,15,Female,NA,White,NA,4.1,English
123445,55,Male,5,Other,Living with Partner,1.17,English
123446,37,Female,4,Mexican American,Living with Partner,2.46,English
123447,28,Female,5,Mexican American,Living with Partner,4.34,English
123449,13,Female,NA,Black,NA,1.18,English
123450,9,Female,NA,Other,NA,1.36,English
123452,77,Male,4,Other,Living with Partner,NA,English
123453,29,Male,3,White,Living with Partner,NA,English
123454,53,Male,2,Black,Living with Partner,1.85,English
123455,9,Female,NA,White,NA,0.85,English
123456,7,Male,NA,Mexican American,NA,4.51,English
123457,2,Female,NA,Black,NA,0.59,English
123458,19,Male,NA,White,NA,0.41,English
123459,9,Female,NA,Missing,NA,0.19,English
123460,41,Female,4,Black,Living with Partner,1.24,English
123462,2,Female,NA,Black,NA,0,English
123463,27,Female,4,Black,Living with Partner,2.6,English
123464,79,Male,3,Black,Living with Partner,2.94,English
123465,18,Female,NA,Black,NA,0.35,English
123466,48,Male,4,Black,Living with Partner,4.4,English
123467,66,Male,3,Black,Living with Partner,2.54,English
123468,55,Male,3,Black,Living with Partner,1.06,English
123469,3,Male,NA,Missing,NA,5,English
123470,2,Female,NA,White,NA,4.07,English
123471,10,Male,NA,Black,NA,NA,English
123472,39,Male,2,Missing,Other,5,English
123473,7,Female,NA,White,NA,5,English
123474,40,Male,2,White,Other,2.03,English
123475,26,Female,4,Black,Other,2.33,English
123476,20,Male,4,Black,Living with Partner,2.81,English
123477,57,Male,3,Black,Living with Partner,NA,English
123478,38,Female,5,White,Living with Partner,4.35,English
123479,46,Male,5,White,Living with Partner,5,English
123480,15,Female,NA,Black,NA,1.22,English
123481,17,Male,NA,Other,NA,0.97,English
123482,10,Female,NA,White,NA,2.13,English
123483,5,Female,NA,Other,NA,1.36,English
123484,60,Female,4,White,Other,1.76,English
123485,18,Male,NA,Black,NA,1.64,English
123486,12,Female,NA,Black,NA,NA,English
123487,14,Male,NA,Missing,NA,0.02,English
123488,66,Male,4,Mexican American,Living with Partner,2.96,English
123491,11,Male,NA,White,NA,3.11,English
123492,69,Male,4,Black,Living with Partner,5,English
123493,32,Female,5,Black,Other,2.11,English
123494,44,Female,4,Other Hispanic,Other,4.22,English
123495,19,Male,NA,White,NA,0.33,English
123496,73,Female,4,White,Living with Partner,3.65,English
123498,27,Male,3,White,Living with Partner,NA,English
123499,6,Female,NA,Black,NA,0.26,English
123500,12,Male,NA,White,NA,0.98,English
123501,6,Male,NA,White,NA,5,English
123502,75,Male,1,Black,Living with Partner,0.21,English
123503,25,Female,5,Other,Other,3.82,English
123504,54,Male,5,Other Hispanic,Other,3.88,English
123505,23,Female,5,White,Other,5,English
123506,70,Female,2,Black,Other,0.85,English
123507,28,Female,5,Other,Other,NA,English
123508,59,Male,5,White,Other,0.75,English
123509,48,Female,4,White,Other,4.86,English
123510,26,Female,5,White,Other,1.72,English
123511,35,Female,5,White,Other,4.44,English
123512,34,Female,4,Other Hispanic,Other,NA,English
123513,28,Female,2,White,Other,0.31,English
123514,41,Female,3,Mexican American,Living with Partner,NA,Spanish
123515,72,Male,4,White,Other,1.81,English
123517,37,Male,2,Missing,Other,NA,English
123518,61,Male,3,Other,Living with Partner,3.67,English
123519,44,Female,4,Missing,Other,3.49,English
123520,14,Male,NA,Other Hispanic,NA,0.83,English
123521,50,Female,5,Mexican American,Living with Partner,1.41,Spanish
123522,1,Male,NA,White,NA,2.57,English
123523,50,Male,2,White,Other,NA,English
123524,46,Male,4,Black,Living with Partner,5,English
123525,32,Male,5,White,Other,5,English
123526,75,Female,5,Black,Other,5,English
123527,40,Male,5,Other,Living with Partner,5,English
123528,60,Female,4,Black,Other,NA,English
123529,8,Male,NA,Other,NA,5,English
123530,9,Female,NA,White,NA,1.75,English
123531,68,Female,4,White,Living with Partner,1.45,English
123532,16,Male,NA,Other Hispanic,NA,1.29,Spanish
123534,25,Female,5,Missing,Other,NA,English
123535,61,Male,4,White,Living with Partner,4.56,English
123536,65,Male,3,White,Living with Partner,3.08,English
123537,45,Female,4,White,Other,2.43,English
123538,10,Male,NA,Mexican American,NA,NA,Spanish
123539,60,Male,3,White,Living with Partner,5,English
123540,7,Male,NA,Black,NA,0.03,English
123541,3,Female,NA,White,NA,1.42,English
123542,62,Male,2,Black,Living with Partner,0.76,English
123543,3,Female,NA,White,NA,0.15,English
123544,3,Female,NA,Black,NA,0.9,English
123545,42,Female,3,Black,Living with Partner,0.88,English
123546,32,Female,2,Black,Other,1.18,English
123547,4,Male,NA,White,NA,2.33,English
123548,30,Male,4,Black,Other,NA,English
123549,52,Male,4,Other Hispanic,Living with Partner,3.4,English
123550,12,Male,NA,Mexican American,NA,1.92,English
123551,21,Female,3,Black,Other,1.54,English
123552,59,Male,4,White,Living with Partner,5,English
123553,45,Male,5,White,Living with Partner,4.08,English
123554,42,Female,4,Other,Living with Partner,1.38,English
123555,14,Male,NA,White,NA,5,English
123556,9,Male,NA,Mexican American,NA,0.68,English
123557,9,Female,NA,Other,NA,5,English
123558,11,Male,NA,White,NA,5,English
123559,12,Female,NA,Black,NA,0.89,English
123560,64,Male,2,Black,Other,1.08,English
123561,12,Female,NA,Mexican American,NA,1.16,English
123562,43,Female,3,White,Living with Partner,0.95,English
123564,33,Female,5,White,Living with Partner,5,English
123565,5,Female,NA,Black,NA,0.66,English
123566,37,Female,2,Mexican American,Living with Partner,0.87,Spanish
123567,7,Female,NA,Black,NA,0.94,English
123568,68,Female,4,Black,Other,5,English
123569,72,Male,4,Mexican American,Living with Partner,NA,English
123570,74,Female,4,White,Other,3.19,English
123571,54,Male,4,Mexican American,Other,5,English
123573,16,Female,NA,Missing,NA,3.15,English
123574,70,Male,5,White,Other,5,English
123575,4,Female,NA,Black,NA,NA,English
123576,36,Male,5,Other,Living with Partner,2.71,English
123577,55,Male,4,Other Hispanic,Living with Partner,NA,Spanish
123578,68,Male,3,Black,Other,1.44,English
123579,0,Male,NA,Black,NA,NA,English
123580,21,Female,4,Other Hispanic,Other,5,English
123581,7,Male,NA,Mexican American,NA,0.78,Spanish
123582,65,Female,2,White,Other,1.32,English
123583,67,Male,9,Missing,Other,1.53,English
123584,67,Male,4,Black,Living with Partner,3.62,Spanish
123585,14,Male,NA,Other,NA,1.6,English
123586,1,Female,NA,White,NA,NA,English
123587,43,Female,1,White,Other,0.71,English
123588,8,Male,NA,Black,NA,0.01,English
123589,13,Male,NA,White,NA,5,English
123590,0,Male,NA,Other,NA,3.45,English
123591,1,Male,NA,Mexican American,NA,0.58,Spanish
123592,17,Male,NA,Other Hispanic,NA,0.84,English
123593,77,Female,4,White,Other,2.16,English
123595,0,Male,NA,Black,NA,1.67,English
123596,2,Male,NA,Black,NA,0.27,English
123598,8,Male,NA,Mexican American,NA,2.2,English
123599,17,Male,NA,White,NA,3.56,English
123600,63,Male,5,Other Hispanic,Living with Partner,1.5,English
123601,0,Male,NA,White,NA,1.45,English
123602,34,Female,4,Black,Living with Partner,0.2,English
123603,0,Male,NA,Other Hispanic,NA,NA,English
123604,42,Female,4,White,Living with Partner,1.08,English
123605,10,Female,NA,Mexican American,NA,4.45,Spanish
123606,31,Female,3,Missing,Other,0.28,English
123607,55,Female,4,White,Other,1.32,English
123608,19,Female,NA,White,NA,2.89,English
123609,60,Female,4,Other Hispanic,Living with Partner,0.56,Spanish
123610,39,Female,4,Black,Other,2.43,English
123611,7,Female,NA,White,NA,0,English
123612,0,Female,NA,White,NA,5,English
123613,3,Male,NA,Black,NA,0.79,English
123614,27,Male,5,Mexican American,Other,NA,English
123615,10,Male,NA,Black,NA,1.77,English
123616,15,Male,NA,Black,NA,1.04,English
123617,29,Male,3,Other Hispanic,Living with Partner,NA,English
123618,12,Male,NA,White,NA,2.55,English
123619,61,Male,1,Mexican American,Living with Partner,1.18,Spanish
123620,11,Female,NA,White,NA,5,English
123621,1,Male,NA,Other Hispanic,NA,3.43,English
123622,24,Male,3,White,Other,0.44,English
123624,72,Male,3,Mexican American,Living with Partner,1.7,Spanish
123625,11,Female,NA,Mexican American,NA,0.02,Spanish
123627,43,Male,3,Black,Living with Partner,2.23,English
123628,40,Female,4,Other,Living with Partner,1.79,English
123629,15,Female,NA,Black,NA,0.92,English
123630,2,Female,NA,Other Hispanic,NA,NA,Spanish
123631,11,Female,NA,Black,NA,0.51,English
123632,21,Female,4,Missing,Other,2.49,English
123633,15,Male,NA,Other,NA,1.32,English
123634,1,Male,NA,White,NA,2.12,English
123635,25,Male,3,Black,Other,0.31,English
123636,32,Female,3,Mexican American,Living with Partner,5,English
123637,77,Female,5,Black,Other,NA,English
123638,54,Male,4,Black,Living with Partner,5,English
123639,65,Male,4,Black,Other,4.05,English
123640,1,Female,NA,White,NA,1.39,English
123641,43,Male,1,Mexican American,Living with Partner,1.78,Spanish
123642,4,Male,NA,Other,NA,3.47,English
123643,24,Female,3,Black,Other,0.97,English
123644,60,Female,2,Mexican American,Other,0.92,Spanish
123645,9,Female,NA,Black,NA,0.35,English
123646,62,Female,5,Black,Living with Partner,5,English
123647,48,Female,4,Black,Living with Partner,4.31,English
123648,54,Male,5,Other,Other,5,English
123650,14,Male,NA,Black,NA,5,English
123651,43,Male,5,Other,Living with Partner,5,English
123652,58,Female,3,White,Living with Partner,0.82,English
123653,17,Male,NA,Other,NA,5,English
123654,53,Female,3,White,Living with Partner,1.55,English
123655,10,Female,NA,Black,NA,2.25,English
123656,54,Male,3,Mexican American,Living with Partner,4.35,English
123657,19,Female,NA,Mexican American,NA,0.45,English
123658,11,Female,NA,Mexican American,NA,1.99,English
123659,13,Male,NA,Black,NA,1.01,English
123660,53,Female,5,White,Living with Partner,5,English
123661,14,Male,NA,Black,NA,1.24,English
123662,65,Female,4,Black,Other,5,English
123663,20,Female,4,White,Other,0.16,English
123664,28,Male,4,Missing,Other,1.85,English
123665,17,Male,NA,Other Hispanic,NA,0.32,English
123667,17,Female,NA,White,NA,4.86,English
123668,59,Male,3,White,Living with Partner,3.7,English
123669,60,Female,4,White,Other,1.79,English
123670,3,Male,NA,White,NA,0.72,English
123672,47,Male,4,Mexican American,Living with Partner,1.92,Spanish
123673,71,Female,4,Black,Living with Partner,1.02,English
123674,59,Male,2,Black,Other,1.77,English
123675,18,Male,NA,Black,NA,0.51,English
123676,12,Female,NA,Mexican American,NA,1.36,Spanish
123677,51,Male,4,White,Living with Partner,0.28,English
123678,42,Female,3,White,Living with Partner,3.11,English
123679,10,Male,NA,Black,NA,1.14,English
123680,30,Female,5,White,Other,5,English
123681,18,Female,NA,Other,NA,0.79,English
123682,0,Female,NA,White,NA,2.01,English
123684,1,Male,NA,White,NA,4.66,English
123686,21,Female,3,Mexican American,Other,3.2,English
123687,33,Male,1,Mexican American,Other,NA,Spanish
123688,24,Female,3,White,Other,5,English
123689,58,Female,5,Black,Other,5,English
123690,6,Female,NA,White,NA,0.65,English
123691,0,Female,NA,Black,NA,3.13,English
123692,33,Female,1,Other,Living with Partner,1.41,English
123693,38,Female,3,Mexican American,Living with Partner,3.67,English
123694,24,Female,4,Other Hispanic,Other,2.96,Spanish
123695,21,Female,3,Other,Other,4.52,English
123696,2,Female,NA,Black,NA,1.88,English
123697,12,Male,NA,Mexican American,NA,0.52,English
123698,64,Male,4,Other Hispanic,Other,2.99,English
123699,2,Male,NA,White,NA,2.96,English
123700,17,Male,NA,Black,NA,0,English
123702,14,Female,NA,Black,NA,1.49,English
123703,34,Male,2,Black,Living with Partner,0.66,English
123704,44,Female,4,Other,Living with Partner,1.96,English
123705,60,Female,5,Black,Other,2.4,English
123706,36,Female,5,White,Living with Partner,3.98,English
123707,9,Male,NA,Missing,NA,2.43,English
123709,51,Female,1,Other Hispanic,Living with Partner,NA,Spanish
123710,14,Male,NA,White,NA,1.12,English
123711,64,Female,4,White,Living with Partner,2.17,English
123712,21,Female,2,White,Living with Partner,2.4,English
123713,50,Female,4,Other,Living with Partner,3.66,English
123714,9,Male,NA,Black,NA,5,English
123715,12,Male,NA,White,NA,1.63,English
123716,15,Male,NA,White,NA,3.88,English
123717,5,Male,NA,Black,NA,NA,English
123718,1,Female,NA,Black,NA,0.6,English
123719,22,Male,2,Mexican American,Living with Partner,0.17,English
123720,33,Male,4,White,Living with Partner,3.79,English
123721,9,Male,NA,Missing,NA,5,English
123722,43,Male,3,Missing,Living with Partner,1.22,English
123723,25,Male,4,Other,Other,3.75,English
123724,1,Female,NA,White,NA,2.33,English
123725,15,Male,NA,White,NA,1.56,English
123726,41,Female,4,Black,Other,3.28,English
123728,58,Female,4,White,Living with Partner,5,English
123729,78,Female,1,Black,Other,1.68,English
123730,7,Female,NA,Mexican American,NA,2.41,English
123731,6,Female,NA,Mexican American,NA,1.52,Spanish
123732,7,Female,NA,Missing,NA,2.13,English
123733,3,Male,NA,Black,NA,3.88,English
123734,0,Male,NA,White,NA,1.64,English
123735,59,Male,4,White,Other,1.83,English
123736,23,Female,2,White,Living with Partner,0.54,English
123737,5,Female,NA,White,NA,5,English
123738,68,Female,3,White,Living with Partner,3.18,English
123740,54,Female,3,Mexican American,Other,3.55,Spanish
123741,1,Male,NA,White,NA,3.92,English
123742,0,Male,NA,Missing,NA,3.21,English
123744,19,Male,NA,Mexican American,NA,1.04,Spanish
123745,42,Male,2,White,Living with Partner,0.71,English
123746,33,Female,4,Missing,Other,NA,English
123747,0,Female,NA,White,NA,1.87,English
123748,22,Male,4,Mexican American,Other,NA,English
123749,35,Male,4,White,Living with Partner,2.08,English
123751,16,Male,NA,Missing,NA,1,English
123752,3,Male,NA,Missing,NA,5,English
123754,69,Male,5,White,Living with Partner,2.96,English
123755,3,Male,NA,White,NA,0.81,English
123756,4,Female,NA,White,NA,5,English
123757,11,Female,NA,White,NA,5,English
123758,46,Male,4,Missing,Living with Partner,2.81,English
123759,11,Female,NA,Black,NA,0.62,English
123760,47,Male,5,White,Living with Partner,5,English
123761,27,Female,4,White,Other,3.04,English
123763,18,Male,NA,Black,NA,1.61,English
123764,3,Female,NA,Other Hispanic,NA,0.41,English
123765,11,Female,NA,White,NA,3.05,English
123766,35,Female,4,Black,Other,0.92,English
123767,68,Female,1,Other,Living with Partner,0,English
123768,8,Female,NA,Mexican American,NA,0.87,Spanish
123769,41,Female,4,Black,Other,1.64,English
123770,55,Male,5,Other,Living with Partner,5,English
123771,4,Male,NA,Other,NA,2.43,English
123772,8,Male,NA,White,NA,0.55,English
123773,26,Female,3,Black,Living with Partner,1.62,English
123774,24,Male,5,White,Other,NA,English
123776,5,Female,NA,Black,NA,1.14,English
123777,8,Female,NA,White,NA,4.97,English
123778,7,Female,NA,Mexican American,NA,1.46,Spanish
123779,10,Male,NA,White,NA,5,English
123780,67,Male,1,Black,Living with Partner,1.17,English
123781,25,Female,3,Black,Other,2.77,English
123783,21,Male,3,Black,Other,NA,English
123785,71,Male,4,White,Other,4.12,English
123787,56,Male,5,White,Living with Partner,5,English
123788,63,Female,3,Other,Other,0.8,English
123789,2,Male,NA,White,NA,NA,English
123790,2,Female,NA,Black,NA,2.39,English
123791,60,Female,5,White,Living with Partner,5,English
123793,9,Female,NA,Black,NA,0.96,English
123794,8,Female,NA,Mexican American,NA,0.15,Spanish
123795,71,Female,3,White,Living with Partner,NA,English
123796,28,Female,5,Black,Living with Partner,1.18,English
123797,32,Male,5,Other,Living with Partner,5,English
123798,73,Female,5,White,Living with Partner,5,English
123799,78,Female,4,Black,Other,4.31,English
123800,45,Female,1,Mexican American,Living with Partner,0.92,Spanish
123801,58,Male,4,White,Other,2.43,English
123802,70,Male,4,Black,Living with Partner,0.83,English
123803,45,Female,5,Other,Living with Partner,5,English
123804,64,Female,4,Mexican American,Other,2.63,English
123805,1,Male,NA,Missing,NA,4.47,English
123806,10,Male,NA,Other Hispanic,NA,NA,Spanish
123807,6,Male,NA,Missing,NA,1.62,English
123808,61,Female,4,Other Hispanic,Living with Partner,0.81,Spanish
123809,0,Male,NA,Mexican American,NA,3.98,English
123810,56,Female,4,Black,Other,NA,English
123811,62,Male,4,White,Living with Partner,NA,English
123812,37,Male,2,White,Other,0.73,English
123813,22,Male,4,Black,Other,1.08,English
123815,73,Female,4,Black,Living with Partner,4.27,English
123816,4,Male,NA,White,NA,0.3,English
123817,9,Male,NA,White,NA,5,English
123818,2,Male,NA,White,NA,2.9,English
123820,0,Female,NA,Mexican American,NA,4.47,English
123821,60,Male,2,Mexican American,Other,0.05,English
123823,10,Female,NA,White,NA,2.28,English
123824,13,Female,NA,White,NA,0.71,English
123825,23,Male,2,Other Hispanic,Living with Partner,0.52,English
123826,15,Male,NA,Black,NA,1.39,English
123827,78,Male,2,Missing,Other,1.69,English
123828,4,Male,NA,Black,NA,0.42,English
123830,46,Male,4,White,Living with Partner,1.93,English
123831,7,Male,NA,Mexican American,NA,2.98,English
123832,9,Female,NA,Black,NA,2.31,English
123833,34,Female,4,White,Living with Partner,3.56,English
123834,57,Female,4,White,Other,1.84,English
123835,11,Male,NA,Mexican American,NA,0.99,Spanish
123836,19,Female,NA,White,NA,NA,English
123837,22,Female,3,Other Hispanic,Living with Partner,1.59,English
123838,47,Male,4,Black,Living with Partner,3.85,English
123839,14,Male,NA,Black,NA,1.92,English
123840,46,Female,5,White,Other,4.81,English
123841,69,Male,4,Missing,Living with Partner,4.07,English
123842,71,Male,3,White,Living with Partner,5,English
123843,48,Male,2,Black,Other,NA,English
123844,52,Male,3,Missing,Living with Partner,0.33,English
123845,60,Male,2,Other Hispanic,Living with Partner,0.46,English
123846,24,Female,3,Black,Other,1.14,English
123847,29,Female,4,Black,Living with Partner,2.89,English
123849,53,Male,2,Other,Living with Partner,2.16,English
123850,32,Male,5,Mexican American,Other,5,Spanish
123852,60,Female,4,White,Living with Partner,5,English
123853,67,Male,3,Black,Living with Partner,NA,English
123854,52,Male,4,Black,Living with Partner,3.63,English
123855,14,Female,NA,Black,NA,0.87,English
123856,26,Male,5,Other,Other,4.93,English
123857,7,Female,NA,White,NA,1.06,English
123858,24,Male,5,Other,Other,3.04,English
123859,60,Male,5,Other,Living with Partner,2.43,English
123860,61,Female,5,White,Living with Partner,NA,English
123861,42,Male,5,Black,Other,4.06,English
123862,73,Male,4,White,Living with Partner,4.64,English
123863,72,Male,5,Other,Other,1.29,English
123864,9,Female,NA,Other,NA,4.08,English
123866,41,Male,5,White,Other,2.8,English
123867,68,Female,4,Mexican American,Other,2.99,English
123868,60,Female,4,Black,Other,1.18,English
123870,26,Male,3,Black,Other,1.04,English
123871,55,Female,3,White,Other,1.01,English
123872,17,Male,NA,Black,NA,NA,English
123873,47,Female,5,Other,Living with Partner,5,English
123874,58,Female,4,Black,Living with Partner,1.06,English
123875,20,Female,4,White,Other,3.88,English
123876,34,Male,4,Other Hispanic,Living with Partner,1.89,Spanish
123877,28,Male,4,Mexican American,Living with Partner,5,English
123880,17,Female,NA,Mexican American,NA,0.73,English
123881,38,Female,2,White,Living with Partner,0.35,English
123882,1,Male,NA,Black,NA,1.75,English
123883,3,Female,NA,White,NA,5,English
123884,64,Male,3,Black,Other,1.6,English
123885,67,Female,2,White,Living with Partner,NA,English
123886,63,Male,5,Other Hispanic,Living with Partner,NA,English
123887,12,Male,NA,Other,NA,0.79,English
123888,17,Male,NA,Mexican American,NA,5,English
123889,4,Male,NA,Black,NA,1.06,English
123890,60,Male,3,Mexican American,Living with Partner,5,English
123891,70,Female,1,Other Hispanic,Other,NA,Spanish
123892,19,Male,NA,Other,NA,4.08,English
123894,3,Male,NA,Other Hispanic,NA,0.35,Spanish
123895,4,Female,NA,Mexican American,NA,2.41,English
123896,2,Male,NA,Other Hispanic,NA,4.58,English
123897,13,Female,NA,Mexican American,NA,2.85,English
123898,26,Female,4,White,Living with Partner,2.43,English
123899,54,Female,3,Black,Other,0.95,English
123900,73,Male,5,White,Living with Partner,NA,English
123901,3,Female,NA,Black,NA,0.35,English
123902,34,Female,4,Missing,Living with Partner,0.98,English
123903,75,Female,3,Black,Other,1.93,English
123904,22,Female,3,Black,Other,0.51,English
123906,15,Male,NA,Other,NA,4.72,English
123908,6,Male,NA,Other,NA,1.36,English
123909,3,Male,NA,Mexican American,NA,0.59,English
123910,14,Male,NA,Mexican American,NA,3.85,English
123911,11,Male,NA,Mexican American,NA,2.39,English
123912,72,Male,4,Black,Living with Partner,3.52,English
123913,62,Male,5,Other Hispanic,Living with Partner,1.88,English
123914,69,Female,5,Black,Other,3.63,English
123915,27,Female,3,Other,Living with Partner,2.28,English
123917,15,Male,NA,Mexican American,NA,2.52,English
123918,54,Female,5,Other Hispanic,Living with Partner,5,English
123919,30,Male,4,White,Living with Partner,3.94,English
123920,29,Male,3,Mexican American,Living with Partner,1.54,Spanish
123921,1,Female,NA,Other Hispanic,NA,4.58,English
123922,60,Female,1,Mexican American,Other,0.15,Spanish
123923,11,Male,NA,White,NA,3.67,English
123926,21,Male,2,Black,Other,2.4,English
123927,32,Male,4,White,Other,1.81,English
123928,50,Male,4,Black,Living with Partner,5,English
123929,0,Male,NA,Missing,NA,3.11,English
123931,63,Male,4,Black,Other,1.32,English
123932,32,Female,2,Black,Other,4.98,English
123933,61,Female,4,Black,Other,3.48,English
123934,67,Male,4,Missing,Living with Partner,NA,English
123935,50,Female,1,Mexican American,Living with Partner,NA,Spanish
123936,51,Male,4,Black,Living with Partner,3.11,English
123937,50,Female,4,Mexican American,Other,3.84,English
123938,12,Female,NA,Other,NA,NA,English
123940,41,Male,3,Mexican American,Other,NA,Spanish
123943,78,Male,3,White,Other,5,English
123944,10,Male,NA,Black,NA,1.68,English
123945,50,Male,4,White,Other,3.2,English
123947,67,Female,2,Black,Other,NA,English
123948,50,Male,3,Other,Living with Partner,NA,English
123949,66,Male,4,Other Hispanic,Other,2.46,English
123950,54,Female,5,Black,Other,0.28,English
123951,62,Female,4,Other,Other,4.81,English
123952,11,Female,NA,Missing,NA,3.88,English
123953,41,Male,1,Mexican American,Living with Partner,NA,Spanish
123954,2,Male,NA,White,NA,4.66,English
123955,11,Male,NA,Black,NA,2.37,English
123956,32,Female,4,White,Living with Partner,1.28,English
123957,5,Female,NA,Other,NA,4.19,English
123959,27,Female,4,Mexican American,Living with Partner,0.89,Spanish
123960,64,Female,2,Black,Other,3.14,English
123962,24,Female,5,White,Living with Partner,3.31,English
123964,18,Male,NA,Mexican American,NA,3.79,English
123965,52,Male,3,Black,Living with Partner,2.09,English
123966,64,Female,4,White,Other,0.92,English
123967,3,Female,NA,White,NA,1.5,English
123968,25,Female,4,Black,Other,0.97,English
123969,27,Female,4,Missing,Other,3.05,English
123970,48,Male,5,Mexican American,Living with Partner,NA,English
123972,60,Male,2,Other,Living with Partner,2.46,English
123973,9,Male,NA,Black,NA,0.9,English
123974,11,Female,NA,Black,NA,1.59,English
123975,57,Male,4,White,Living with Partner,5,English
123976,72,Female,4,Other Hispanic,Other,NA,English
123977,9,Female,NA,Mexican American,NA,0.74,Spanish
123978,59,Female,1,Mexican American,Living with Partner,2.38,Spanish
123980,22,Male,2,Other Hispanic,Other,NA,Spanish
123981,3,Male,NA,White,NA,0.81,English
123982,68,Male,1,Other,Living with Partner,3.94,English
123983,65,Male,3,Black,Living with Partner,1.49,English
123984,65,Male,1,Mexican American,Other,NA,Spanish
123985,10,Female,NA,White,NA,1.61,English
123986,29,Female,5,Other,Living with Partner,3.45,English
123987,13,Male,NA,Other,NA,0.83,English
123988,46,Female,3,Missing,Living with Partner,1.22,English
123989,20,Female,3,White,Other,1.49,English
123990,7,Male,NA,Black,NA,0.54,English
123991,7,Male,NA,Missing,NA,5,English
123992,62,Male,3,Black,Living with Partner,2.65,English
123993,74,Male,2,Other Hispanic,Living with Partner,4,English
123994,64,Female,5,Mexican American,Other,0.99,English
123995,31,Male,5,Mexican American,Living with Partner,5,English
123996,2,Male,NA,White,NA,0.37,English
123997,0,Male,NA,Black,NA,0.28,English
123998,32,Female,2,Black,Living with Partner,NA,English
123999,71,Female,4,Mexican American,Living with Partner,3.46,English
124000,59,Male,4,White,Living with Partner,NA,English
124001,2,Male,NA,White,NA,5,English
124003,16,Male,NA,White,NA,4.76,English
124004,40,Male,4,Missing,Living with Partner,0.76,English
124005,13,Female,NA,Mexican American,NA,4.85,English
124007,61,Male,5,Other,Living with Partner,5,English
124008,39,Female,1,Other Hispanic,Other,NA,Spanish
124009,37,Male,5,White,Living with Partner,3.56,English
124010,33,Male,5,White,Living with Partner,5,English
124011,59,Male,4,White,Living with Partner,5,English
