id,age,gender,edu_level,race,family_status,ratio_to_poverty,lang_interview
112302,12,Female,NA,Mexican American,NA,NA,Spanish
112303,63,Female,4,Missing,Living with Partner,2,English
112304,0,Female,NA,Mexican American,NA,1.82,English
112305,67,Female,3,Black,Other,1.69,English
112306,21,Female,3,Black,Other,0.74,English
112308,29,Female,5,White,Living with Partner,NA,English
112309,39,Female,3,White,Living with Partner,2.28,English
112311,15,Female,NA,White,NA,0.33,English
112312,45,Male,4,Mexican American,Living with Partner,5,English
112313,26,Male,4,Black,Living with Partner,2.15,English
112314,70,Female,4,Mexican American,Living with Partner,1.2,English
112315,55,Female,3,Black,Other,0.96,English
112316,42,Female,5,Black,Other,2.37,English
112317,75,Male,2,White,Other,1.03,English
112318,8,Female,NA,Other,NA,4.17,English
112319,33,Female,3,White,Living with Partner,3.48,English
112320,48,Female,2,White,Living with Partner,0.28,English
112321,47,Male,4,White,Living with Partner,4.57,English
112322,20,Male,4,Mexican American,Other,0.67,English
112323,8,Female,NA,Other Hispanic,NA,0.51,Spanish
112324,5,Male,NA,Black,NA,0,English
112325,1,Female,NA,Missing,NA,0.52,English
112326,0,Male,NA,White,NA,0.52,English
112327,57,Male,4,White,Living with Partner,5,English
112328,55,Male,1,Mexican American,Living with Partner,1.05,Spanish
112329,32,Female,3,Black,Other,1.48,English
112330,37,Female,4,Black,Other,1.11,English
112331,56,Male,3,White,Living with Partner,5,English
112332,59,Female,4,White,Living with Partner,NA,English
112333,55,Female,3,Black,Living with Partner,2.79,English
112334,14,Female,NA,Black,NA,5,English
112335,58,Female,4,Other Hispanic,Living with Partner,NA,English
112336,8,Female,NA,Mexican American,NA,0.81,Spanish
112337,19,Male,NA,Other,NA,NA,English
112338,6,Male,NA,Black,NA,0.38,English
112339,14,Male,NA,Black,NA,2.67,English
112340,45,Female,1,Other Hispanic,Other,1.22,Spanish
112341,29,Female,4,Missing,Living with Partner,NA,English
112343,7,Male,NA,Missing,NA,4.06,English
112344,57,Female,3,Other,Living with Partner,NA,English
112345,58,Male,3,White,Living with Partner,0.58,English
112347,56,Male,5,Mexican American,Other,1.69,Spanish
112348,2,Female,NA,Mexican American,NA,1.27,English
112350,48,Female,3,White,Living with Partner,NA,English
112351,0,Female,NA,Missing,NA,0.91,English
112352,0,Female,NA,White,NA,NA,English
112354,38,Male,4,White,Living with Partner,5,English
112355,21,Male,4,White,Other,4.19,English
112356,21,Female,3,Black,Other,1.8,English
112357,28,Female,5,Other,Living with Partner,5,English
112358,29,Male,2,Other Hispanic,Living with Partner,0.1,Spanish
112359,62,Male,4,Black,Other,1.38,English
112360,32,Male,5,Other,Other,4.72,English
112361,56,Male,3,Mexican American,Living with Partner,1.37,Spanish
112362,40,Female,3,Black,Other,1.11,English
112363,59,Male,5,Other,Living with Partner,5,English
112364,7,Male,NA,White,NA,3.48,English
112365,58,Female,4,Other Hispanic,Living with Partner,NA,Spanish
112366,9,Female,NA,Black,NA,0.35,English
112367,0,Female,NA,Mexican American,NA,0.93,English
112368,47,Male,5,Other,Living with Partner,NA,English
112370,40,Female,3,Other Hispanic,Living with Partner,0.66,Spanish
112371,23,Female,5,Black,Living with Partner,0.45,English
112372,12,Male,NA,White,NA,4.07,English
112373,10,Male,NA,Mexican American,NA,1.91,English
112374,12,Male,NA,Black,NA,3.31,English
112375,50,Male,5,Other,Living with Partner,5,English
112376,14,Male,NA,Black,NA,0.38,English
112377,44,Female,5,Black,Other,3.3,English
112378,0,Male,NA,Other Hispanic,NA,0.83,English
112379,1,Male,NA,White,NA,0,English
112381,3,Female,NA,Other,NA,1.02,English
112382,32,Female,3,White,Living with Partner,1.91,English
112383,30,Male,2,Mexican American,Other,0.93,English
112384,20,Female,4,Other Hispanic,Other,0.6,Spanish
112385,21,Male,4,White,Other,5,English
112386,63,Male,4,White,Living with Partner,5,English
112387,59,Male,5,Black,Living with Partner,NA,English
112388,18,Female,NA,White,NA,4.72,English
112389,44,Male,3,Other,Living with Partner,1.22,English
112390,10,Male,NA,White,NA,2.82,English
112392,7,Female,NA,Black,NA,NA,English
112393,0,Female,NA,Missing,NA,2.79,English
112394,49,Female,5,Other,Other,1.67,English
112395,0,Female,NA,Mexican American,NA,5,English
112396,5,Male,NA,Black,NA,2.07,English
112399,78,Female,4,Other,Other,5,English
112400,52,Female,4,White,Living with Partner,NA,English
112402,68,Female,4,Black,Other,1.62,English
112403,46,Male,4,Mexican American,Living with Partner,5,English
112405,1,Male,NA,Other Hispanic,NA,NA,Spanish
112406,37,Male,3,White,Living with Partner,2.56,English
112408,42,Male,5,Other,Other,5,English
112409,52,Male,1,Other,Living with Partner,1.9,English
112410,73,Female,3,Black,Living with Partner,4.4,English
112411,5,Male,NA,Black,NA,NA,English
112412,40,Female,5,Other Hispanic,Other,NA,Spanish
112413,12,Female,NA,White,NA,5,English
112415,47,Female,4,Other Hispanic,Living with Partner,5,English
112417,12,Male,NA,Other,NA,1.22,English
112418,14,Female,NA,Mexican American,NA,0.12,Spanish
112419,41,Male,5,Other,Living with Partner,NA,English
112420,18,Female,NA,Other,NA,3.73,English
112421,65,Male,5,Other,Living with Partner,5,English
112422,60,Female,4,Black,Other,2.07,English
112423,13,Male,NA,Black,NA,NA,English
112424,7,Female,NA,Black,NA,0.39,English
112425,0,Female,NA,Mexican American,NA,0.47,Spanish
112426,66,Female,3,Black,Other,1.51,English
112427,52,Female,2,White,Living with Partner,1.23,English
112428,5,Female,NA,Other,NA,NA,English
112429,17,Female,NA,White,NA,3.25,English
112430,10,Female,NA,Mexican American,NA,1.45,Spanish
112431,22,Female,2,Black,Living with Partner,0.35,English
112432,33,Female,5,White,Living with Partner,5,English
112433,57,Male,4,Black,Living with Partner,5,English
112434,37,Female,5,Black,Living with Partner,1.72,English
112435,79,Male,4,Black,Living with Partner,4.27,English
112436,24,Female,5,White,Other,3.62,English
112437,76,Female,3,Black,Other,NA,English
112438,33,Female,4,White,Other,0.98,English
112439,0,Male,NA,White,NA,1.75,English
112441,2,Male,NA,Black,NA,NA,English
112443,12,Female,NA,White,NA,5,English
112444,57,Female,1,Mexican American,Living with Partner,1.32,Spanish
112445,5,Female,NA,White,NA,0.37,English
112446,55,Male,5,Other,Living with Partner,3.08,English
112447,14,Male,NA,White,NA,1.54,English
112448,69,Male,4,White,Living with Partner,3.04,English
112449,7,Male,NA,Black,NA,0,English
112450,69,Female,3,Black,Other,0.74,English
112451,50,Male,4,Other,Living with Partner,1.54,English
112452,72,Female,5,White,Living with Partner,1.2,English
112453,2,Female,NA,Mexican American,NA,0.53,Spanish
112454,62,Male,4,White,Other,2.24,English
112455,7,Female,NA,Black,NA,NA,English
112456,66,Male,4,Black,Living with Partner,2.37,English
112459,33,Male,4,Black,Other,2.88,English
112460,77,Female,1,Other,Other,0.56,English
112461,10,Male,NA,Other Hispanic,NA,1.1,English
112462,31,Male,4,Missing,Living with Partner,2.79,English
112463,1,Male,NA,White,NA,3.65,English
112464,69,Female,3,Black,Other,2.07,English
112465,79,Female,4,Mexican American,Other,NA,Spanish
112466,29,Male,1,Mexican American,Living with Partner,0.81,English
112468,18,Male,NA,White,NA,5,English
112469,45,Female,1,Mexican American,Other,0.56,Spanish
112470,8,Female,NA,Black,NA,0.51,English
112471,79,Female,5,Other,Other,3.92,English
112472,6,Female,NA,White,NA,0.55,English
112473,9,Male,NA,Black,NA,0.02,English
112475,73,Female,5,White,Living with Partner,4.64,English
112476,3,Female,NA,Mexican American,NA,1.99,English
112477,34,Female,2,Mexican American,Living with Partner,NA,Spanish
112478,14,Female,NA,White,NA,5,English
112479,18,Female,NA,White,NA,1.79,English
112480,30,Male,5,Other Hispanic,Living with Partner,5,English
112481,5,Female,NA,White,NA,3.73,English
112482,31,Male,3,Black,Other,1.01,English
112483,59,Male,5,Black,Other,0.64,English
112484,5,Male,NA,White,NA,4.39,English
112485,3,Male,NA,Mexican American,NA,0.36,English
112486,79,Male,2,White,Living with Partner,2.13,English
112487,9,Female,NA,Black,NA,5,English
112488,61,Male,5,Black,Other,5,English
112489,11,Male,NA,White,NA,0.71,English
112490,2,Male,NA,Missing,NA,5,English
112491,6,Female,NA,Black,NA,0,English
112492,65,Male,4,White,Living with Partner,1.45,English
112493,2,Female,NA,Mexican American,NA,0.2,Spanish
112494,56,Female,2,Black,Living with Partner,NA,English
112495,1,Male,NA,White,NA,2.95,English
112496,14,Female,NA,Black,NA,0.72,English
112497,64,Female,4,Missing,Other,1.02,English
112498,17,Male,NA,White,NA,3.59,English
112499,57,Male,4,Other,Living with Partner,0.2,English
112501,55,Female,3,Other Hispanic,Living with Partner,NA,Spanish
112502,10,Male,NA,Other Hispanic,NA,0.73,English
112503,67,Female,4,White,Living with Partner,5,English
112504,41,Male,2,Mexican American,Living with Partner,0.56,Spanish
112506,48,Male,4,Black,Living with Partner,NA,English
112507,11,Male,NA,Other Hispanic,NA,0.84,Spanish
112509,35,Male,3,Other,Living with Partner,4.43,English
112510,68,Female,3,White,Living with Partner,1.97,English
112511,66,Male,4,Missing,Other,0.75,English
112512,55,Female,4,Mexican American,Living with Partner,5,English
112513,66,Female,3,Mexican American,Other,0.91,English
112514,63,Male,4,Black,Other,NA,English
112515,78,Female,4,Black,Other,1.69,English
112516,55,Male,4,White,Living with Partner,2.22,English
112517,69,Female,5,Other,Other,NA,English
112518,0,Female,NA,Black,NA,0.26,English
112520,55,Male,4,White,Living with Partner,NA,English
112521,9,Male,NA,White,NA,2.63,English
112522,0,Female,NA,Mexican American,NA,0.68,Spanish
112523,31,Male,1,Other Hispanic,Living with Partner,1.64,Spanish
112524,20,Female,3,Black,Other,NA,English
112525,65,Female,2,Black,Living with Partner,NA,English
112526,17,Male,NA,Black,NA,5,English
112527,0,Male,NA,White,NA,3.74,English
112528,1,Male,NA,Mexican American,NA,1.91,English
112529,17,Female,NA,Other,NA,NA,English
112530,70,Female,3,Other,Living with Partner,0.95,English
112531,53,Female,4,Other,Living with Partner,1.45,English
112532,63,Female,4,White,Living with Partner,2.99,English
112533,15,Female,NA,Mexican American,NA,0.35,Spanish
112534,41,Male,4,Mexican American,Other,NA,English
112535,53,Male,5,Black,Living with Partner,1.58,English
112536,2,Male,NA,Black,NA,0.85,English
112537,7,Male,NA,Black,NA,1.17,English
112538,46,Female,4,White,Other,4.41,English
112539,6,Male,NA,Black,NA,0.88,English
112540,26,Female,4,Black,Living with Partner,NA,English
112541,1,Male,NA,Missing,NA,2.72,English
112542,65,Female,4,Black,Other,1.04,English
112543,55,Male,5,White,Other,1.58,English
112544,28,Female,5,Mexican American,Living with Partner,5,English
112545,24,Male,4,Missing,Living with Partner,2.9,English
112546,37,Female,4,White,Living with Partner,0.49,English
112547,19,Male,NA,White,NA,0.91,English
112549,2,Female,NA,Other,NA,5,English
112550,44,Male,5,White,Living with Partner,5,English
112551,23,Male,5,Missing,Other,0.56,English
112552,60,Female,4,White,Living with Partner,5,English
112553,37,Female,4,Black,Living with Partner,2.79,English
112554,0,Male,NA,Other Hispanic,NA,0.78,English
112556,29,Female,5,Black,Living with Partner,5,English
112557,13,Male,NA,Other Hispanic,NA,0.32,English
112558,16,Female,NA,White,NA,1.49,English
112560,64,Female,3,Black,Other,NA,English
112561,0,Male,NA,Other,NA,5,English
112562,49,Female,4,Black,Other,3.25,English
112563,44,Female,4,Black,Living with Partner,NA,English
112564,2,Female,NA,White,NA,3.75,English
112565,50,Female,5,Other Hispanic,Other,5,English
112566,48,Female,5,Other,Living with Partner,3.59,English
112567,76,Male,4,White,Living with Partner,3.41,English
112568,53,Male,5,Other,Living with Partner,3.92,English
112569,46,Female,2,Mexican American,Other,0.68,English
112570,5,Female,NA,Black,NA,0.07,English
112571,47,Male,4,Black,Living with Partner,2.37,English
112572,4,Female,NA,Other Hispanic,NA,1.28,Spanish
112573,12,Female,NA,Black,NA,0.02,English
112574,64,Male,1,Other Hispanic,Living with Partner,1.08,Spanish
112575,8,Male,NA,Black,NA,1.26,English
112576,34,Female,5,White,Living with Partner,5,English
112577,6,Female,NA,White,NA,0.33,English
112578,36,Male,5,Other Hispanic,Living with Partner,3.84,Spanish
112579,24,Female,4,Other Hispanic,Living with Partner,1.44,English
112580,58,Female,3,Other Hispanic,Other,0.92,English
112581,49,Female,2,Black,Other,0.95,English
112582,49,Female,3,Black,Living with Partner,1.54,English
112583,60,Female,5,Black,Other,5,English
112584,73,Female,5,Other,Living with Partner,2.43,English
112585,75,Male,4,Missing,Living with Partner,2.19,English
112586,46,Female,5,Other,Living with Partner,5,English
112587,21,Female,3,Other,Other,0.64,English
112588,12,Female,NA,Mexican American,NA,NA,Spanish
112589,75,Male,4,Black,Living with Partner,5,English
112590,43,Female,5,Black,Living with Partner,2.72,English
112591,4,Male,NA,Black,NA,NA,English
112593,42,Male,4,Other,Other,5,English
112594,56,Female,3,White,Living with Partner,5,English
112595,11,Female,NA,Mexican American,NA,3.47,English
112596,69,Female,3,Mexican American,Living with Partner,2.46,English
112598,4,Male,NA,Black,NA,0.52,English
112599,18,Female,NA,White,NA,2.64,English
112600,62,Female,3,White,Other,1.18,English
112601,7,Female,NA,Mexican American,NA,1.09,English
112603,1,Female,NA,Missing,NA,4.31,English
112605,35,Female,2,Other Hispanic,Living with Partner,0.82,Spanish
112606,48,Female,5,White,Living with Partner,5,English
112608,44,Female,5,Black,Living with Partner,1.94,English
112609,62,Female,5,Other,Living with Partner,2.32,English
112610,49,Male,4,White,Living with Partner,1.46,English
112611,13,Female,NA,White,NA,2.03,English
112613,1,Male,NA,White,NA,1.11,English
112614,3,Female,NA,White,NA,2.06,English
112615,11,Female,NA,Black,NA,1.96,English
112616,4,Male,NA,Other Hispanic,NA,NA,English
112617,35,Male,4,Missing,Other,1.06,English
112618,1,Female,NA,Other Hispanic,NA,NA,English
112619,37,Female,5,Black,Living with Partner,1.69,English
112620,56,Female,3,Mexican American,Living with Partner,NA,Spanish
112621,62,Female,4,Black,Other,5,English
112622,43,Female,5,Other Hispanic,Other,1.8,Spanish
112623,10,Female,NA,White,NA,4.02,English
112624,2,Female,NA,White,NA,NA,English
112625,16,Male,NA,White,NA,1.28,English
112627,32,Male,4,White,Living with Partner,3.67,English
112628,6,Female,NA,Other,NA,3.37,English
112630,33,Male,5,White,Living with Partner,2.85,English
112631,18,Male,NA,Mexican American,NA,0.76,English
112632,19,Female,NA,White,NA,NA,English
112633,16,Female,NA,Black,NA,0.92,English
112634,42,Male,5,Other,Living with Partner,5,English
112635,3,Male,NA,Missing,NA,0.66,English
112636,10,Female,NA,Mexican American,NA,1.04,English
112637,57,Male,4,Other Hispanic,Living with Partner,1.4,Spanish
112638,13,Male,NA,Other Hispanic,NA,0.03,Spanish
112639,79,Female,2,White,Other,1.26,English
112640,11,Male,NA,Black,NA,0.85,English
112641,14,Male,NA,Missing,NA,4.07,English
112642,74,Male,2,Black,Living with Partner,NA,English
112643,35,Female,4,White,Living with Partner,1.22,English
112644,76,Male,4,White,Living with Partner,4.64,English
112645,19,Female,NA,White,NA,4.73,English
112646,70,Male,3,White,Other,1.18,English
112647,6,Female,NA,White,NA,2.61,English
112648,33,Male,2,Other Hispanic,Living with Partner,0.25,Spanish
112649,16,Male,NA,White,NA,3.18,English
112650,43,Female,4,Missing,Living with Partner,0.87,English
112651,12,Male,NA,White,NA,2.03,English
112652,9,Female,NA,Other Hispanic,NA,NA,Spanish
112653,9,Female,NA,White,NA,NA,English
112655,15,Male,NA,White,NA,5,English
112656,12,Male,NA,White,NA,5,English
112657,1,Female,NA,White,NA,1.96,English
112658,3,Female,NA,Mexican American,NA,0.53,Spanish
112659,32,Male,3,Black,Living with Partner,1.2,English
112660,43,Male,5,Mexican American,Other,2.8,English
112661,45,Female,4,White,Living with Partner,4.44,English
112662,12,Female,NA,Missing,NA,5,English
112664,45,Female,2,Other,Other,1.39,English
112665,67,Male,1,Mexican American,Living with Partner,0.83,Spanish
112666,36,Female,3,Other Hispanic,Living with Partner,0.56,Spanish
112667,56,Male,5,Black,Other,2.8,English
112668,14,Female,NA,Black,NA,NA,English
112669,2,Female,NA,White,NA,1.96,English
112670,68,Female,3,Other,Living with Partner,NA,English
112671,2,Female,NA,Missing,NA,0.85,English
112673,24,Male,1,Mexican American,Other,NA,English
112674,10,Male,NA,Missing,NA,0,English
112675,47,Male,5,White,Other,3.46,English
112677,23,Male,4,Missing,Other,NA,English
112678,11,Female,NA,Other Hispanic,NA,0.45,Spanish
112680,67,Male,4,White,Living with Partner,5,English
112681,71,Male,1,Black,Other,NA,English
112682,73,Male,3,Black,Living with Partner,4.57,English
112683,33,Male,3,White,Living with Partner,2.04,English
112684,39,Female,5,Other,Other,1.1,English
112685,48,Female,2,Other,Living with Partner,0.32,English
112686,7,Male,NA,Missing,NA,1.5,English
112687,52,Female,3,Black,Other,0.73,English
112688,12,Female,NA,Other,NA,5,English
112689,10,Male,NA,Black,NA,1.22,English
112690,3,Female,NA,Other Hispanic,NA,NA,Spanish
112691,11,Male,NA,Other Hispanic,NA,1.37,Spanish
112692,56,Male,1,Black,Living with Partner,0.81,English
